"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Condition","Count"
"20T039","THE PHYSICAL REHAB UNIT","35 MEDICAL CENTER PARKWAY","TERRACE LEVEL","AUGUSTA","ME","04330","Kennebec","(207) 248-0042","1","Hip or femur fracture","57"
"20T039","THE PHYSICAL REHAB UNIT","35 MEDICAL CENTER PARKWAY","TERRACE LEVEL","AUGUSTA","ME","04330","Kennebec","(207) 248-0042","1","Hip or knee replacement, amputation or other bone or joint condition","39"
"20T039","THE PHYSICAL REHAB UNIT","35 MEDICAL CENTER PARKWAY","TERRACE LEVEL","AUGUSTA","ME","04330","Kennebec","(207) 248-0042","1","All other conditions","63"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Stroke","344"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Nervous system disorder (excluding stroke)","147"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Brain disease or condition (non-traumatic)","91"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Brain injury (traumatic)","56"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Spinal cord disease or condition (non-traumatic)","34"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Spinal cord injury (traumatic)","less than 11"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Hip or femur fracture","154"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","Hip or knee replacement, amputation or other bone or joint condition","251"
"213028","HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL","220 TILGHMAN ROAD","","SALISBURY","MD","21804","Wicomico","(410) 546-4600","3","All other conditions","243"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Stroke","344"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Nervous system disorder (excluding stroke)","37"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Brain disease or condition (non-traumatic)","81"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Brain injury (traumatic)","70"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Spinal cord disease or condition (non-traumatic)","126"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Spinal cord injury (traumatic)","29"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Hip or femur fracture","101"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","Hip or knee replacement, amputation or other bone or joint condition","190"
"213029","ADVENTIST REHABILITATION HOSPITAL OF MARYLAND","9909 MEDICAL CENTER DRIVE","","ROCKVILLE","MD","20850","Montgomery","(240) 864-6005","3","All other conditions","262"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Stroke","469"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Nervous system disorder (excluding stroke)","208"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Brain disease or condition (non-traumatic)","88"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Brain injury (traumatic)","137"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Spinal cord disease or condition (non-traumatic)","61"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Spinal cord injury (traumatic)","15"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Hip or femur fracture","267"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","Hip or knee replacement, amputation or other bone or joint condition","567"
"223026","HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL","2 REHABILITATION WAY","","WOBURN","MA","01801","Middlesex","(781) 935-5050","1","All other conditions","566"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Stroke","473"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Nervous system disorder (excluding stroke)","177"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Brain disease or condition (non-traumatic)","108"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Brain injury (traumatic)","86"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Spinal cord disease or condition (non-traumatic)","66"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Spinal cord injury (traumatic)","11"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Hip or femur fracture","164"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","Hip or knee replacement, amputation or other bone or joint condition","395"
"223027","HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL","250 POND STREET","","BRAINTREE","MA","02184","Norfolk","(781) 848-5353","1","All other conditions","382"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Stroke","258"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Nervous system disorder (excluding stroke)","407"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Brain disease or condition (non-traumatic)","124"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Brain injury (traumatic)","78"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Spinal cord disease or condition (non-traumatic)","22"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Spinal cord injury (traumatic)","11"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Hip or femur fracture","117"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","Hip or knee replacement, amputation or other bone or joint condition","476"
"223029","FAIRLAWN REHABILITATION HOSPITAL","189 MAY STREET","","WORCESTER","MA","01602","Worcester","(508) 791-6351","1","All other conditions","378"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Stroke","172"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Nervous system disorder (excluding stroke)","165"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Brain disease or condition (non-traumatic)","41"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Brain injury (traumatic)","54"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Spinal cord disease or condition (non-traumatic)","16"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Spinal cord injury (traumatic)","less than 11"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Hip or femur fracture","120"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","Hip or knee replacement, amputation or other bone or joint condition","374"
"223030","HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MA","222 STATE STREET","","LUDLOW","MA","01056","Hampden","(413) 589-7581","1","All other conditions","124"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Stroke","218"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Nervous system disorder (excluding stroke)","72"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Brain disease or condition (non-traumatic)","43"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Brain injury (traumatic)","28"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Spinal cord disease or condition (non-traumatic)","30"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Spinal cord injury (traumatic)","less than 11"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Hip or femur fracture","92"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","Hip or knee replacement, amputation or other bone or joint condition","219"
"223032","SPAULDING REHABILITATION HOSPITAL - CAPE COD","311 SERVICE ROAD","","EAST SANDWICH","MA","02537","Barnstable","(508) 833-4262","1","All other conditions","293"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Stroke","376"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Nervous system disorder (excluding stroke)","40"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Brain disease or condition (non-traumatic)","90"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Brain injury (traumatic)","75"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Spinal cord disease or condition (non-traumatic)","75"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Spinal cord injury (traumatic)","28"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Hip or femur fracture","89"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","Hip or knee replacement, amputation or other bone or joint condition","227"
"223034","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","","CHARLESTOWN","MA","02129","Suffolk","(617) 720-6400","1","All other conditions","50"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Stroke","46"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Nervous system disorder (excluding stroke)","less than 11"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Brain disease or condition (non-traumatic)","less than 11"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Brain injury (traumatic)","less than 11"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Spinal cord disease or condition (non-traumatic)","less than 11"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Spinal cord injury (traumatic)","less than 11"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Hip or femur fracture","31"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","Hip or knee replacement, amputation or other bone or joint condition","29"
"22T046","BERKSHIRE MEDICAL CENTER","THE CENTER FOR REHAB","","PITTSFIELD","MA","01201","Berkshire","(413) 447-2203","1","All other conditions","37"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Stroke","34"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Nervous system disorder (excluding stroke)","30"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Brain disease or condition (non-traumatic)","less than 11"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Brain injury (traumatic)","less than 11"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Spinal cord disease or condition (non-traumatic)","15"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Spinal cord injury (traumatic)","less than 11"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Hip or femur fracture","28"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","Hip or knee replacement, amputation or other bone or joint condition","26"
"22T065","NOBLE HOSPITAL","115 W SILVER ST","NOBLE HOSPITAL","WESTFIELD","MA","01086","Hampden","(502) 596-6346","1","All other conditions","49"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Stroke","112"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Nervous system disorder (excluding stroke)","23"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Brain disease or condition (non-traumatic)","25"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Brain injury (traumatic)","13"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Spinal cord disease or condition (non-traumatic)","20"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Spinal cord injury (traumatic)","less than 11"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Hip or femur fracture","30"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","Hip or knee replacement, amputation or other bone or joint condition","54"
"22T066","WELDON CENTER FOR REHABILITATION","271 CAREW STREET","","SPRINGFIELD","MA","01102","Hampden","(413) 748-6941","1","All other conditions","63"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Stroke","119"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Nervous system disorder (excluding stroke)","31"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Brain disease or condition (non-traumatic)","20"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Brain injury (traumatic)","15"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Spinal cord disease or condition (non-traumatic)","15"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Spinal cord injury (traumatic)","less than 11"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Hip or femur fracture","15"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","Hip or knee replacement, amputation or other bone or joint condition","25"
"22T074","SOUTHCOAST HOSPITALS GROUP INC.","CHARLTON MEMORIAL HOSPITAL","363 HIGHLAND AVENUE","FALL RIVER","MA","02720","Plymouth","(508) 973-7554","1","All other conditions","117"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Stroke","245"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Nervous system disorder (excluding stroke)","48"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Brain disease or condition (non-traumatic)","61"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Brain injury (traumatic)","97"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Spinal cord disease or condition (non-traumatic)","62"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Spinal cord injury (traumatic)","20"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Hip or femur fracture","22"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","Hip or knee replacement, amputation or other bone or joint condition","132"
"233026","MARY FREE BED HOSPITAL  &  REHABILITATION CENTER","235 WEALTHY SE","","GRAND RAPIDS","MI","49503","Kent","(616) 242-0300","5","All other conditions","123"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Stroke","140"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Nervous system disorder (excluding stroke)","43"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Brain disease or condition (non-traumatic)","49"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Brain injury (traumatic)","40"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Spinal cord disease or condition (non-traumatic)","55"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Spinal cord injury (traumatic)","24"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Hip or femur fracture","24"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","Hip or knee replacement, amputation or other bone or joint condition","71"
"233027","REHABILITATION INSTITUTE OF MICHIGAN","261 MACK BLVD","","DETROIT","MI","48201","Wayne","(313) 745-9710","5","All other conditions","211"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Stroke","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Nervous system disorder (excluding stroke)","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Brain disease or condition (non-traumatic)","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Brain injury (traumatic)","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Spinal cord disease or condition (non-traumatic)","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Spinal cord injury (traumatic)","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Hip or femur fracture","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","Hip or knee replacement, amputation or other bone or joint condition","Not Available"
"23R334","HERRICK MEMORIAL HOSPITAL","500 EAST POTTAWATAMIE ST.","","TECUMSEH","MI","49221","Lenawee","(517) 424-3387","5","All other conditions","Not Available"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Stroke","97"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Nervous system disorder (excluding stroke)","45"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Brain disease or condition (non-traumatic)","11"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Brain injury (traumatic)","35"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Spinal cord injury (traumatic)","less than 11"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Hip or femur fracture","16"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","Hip or knee replacement, amputation or other bone or joint condition","28"
"23T002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","LIVONIA","MI","48154","Wayne","(734) 655-2815","5","All other conditions","43"
"23T013","NORTH OAKLAND MEDICAL CENTERS","461 W HURON","","PONTIAC","MI","48341","Oakland","(248) 857-7061","5","Stroke","Not Available"
"23T013","NORTH OAKLAND MEDICAL CENTERS","461 W HURON","","PONTIAC","MI","48341","Oakland","(248) 857-7061","5","Nervous system disorder (excluding stroke)","Not Available"
